prerequisite_avg,prerequisite_min,previous_accuracy,recent_incorrect,learning_velocity,recent_confusion_count,time_gap_hours,revision_completion,concept_difficulty,will_struggle,dataset_type
0.6784,0.6642,0.3554,4,0.1268,2,2.11,0.6985,57.09,0,SYNTHETIC
0.5947,0.5167,0.6723,4,0.0417,0,22.44,0.7682,63.95,1,SYNTHETIC
0.7853,0.6258,0.4063,4,0.0959,0,1.86,0.6916,78.22,1,SYNTHETIC
0.4944,0.4208,0.4226,1,-0.2544,1,9.01,0.6985,45.97,0,SYNTHETIC
0.6872,0.4466,0.6771,3,0.3986,1,1.63,0.616,63.05,1,SYNTHETIC
0.8122,0.7402,0.4607,2,0.1381,2,37.01,0.6662,65.04,0,SYNTHETIC
0.2884,0.197,0.5659,5,0.0019,4,5.71,0.8977,29.83,0,SYNTHETIC
0.6857,0.6564,0.4687,2,0.1506,0,23.85,0.5138,57.22,0,SYNTHETIC
0.8979,0.755,0.904,0,-0.0094,1,18.55,0.3775,65.09,1,SYNTHETIC
0.5573,0.3791,0.6848,3,0.2345,1,26.4,0.9648,64.07,0,SYNTHETIC
0.4272,0.1898,0.5436,2,0.3116,1,4.5,0.6821,20.53,0,SYNTHETIC
0.4825,0.4621,0.3376,3,-0.0243,0,38.11,0.7902,40.42,1,SYNTHETIC
0.4471,0.2698,0.4391,3,0.1461,1,3.54,0.9746,47.93,0,SYNTHETIC
0.8355,0.7541,0.4429,0,0.2147,0,2.59,0.2396,38.94,1,SYNTHETIC
0.5217,0.3645,0.3517,2,-0.198,2,11.2,0.4907,6.96,1,SYNTHETIC
0.4184,0.1851,0.5369,4,-0.0179,0,21.22,0.5413,51.96,1,SYNTHETIC
0.7067,0.5307,0.7392,1,0.3216,0,12.43,0.7346,37.24,0,SYNTHETIC
0.5354,0.3515,0.4001,2,-0.1449,2,12.88,0.452,67.88,1,SYNTHETIC
0.4139,0.3282,0.7198,0,-0.0487,3,7.19,0.3131,18.03,1,SYNTHETIC
0.3607,0.1504,0.4964,7,-0.2009,1,6.01,0.7027,73.03,1,SYNTHETIC
0.5498,0.4301,0.3861,3,-0.037,1,21.93,0.6537,32.48,1,SYNTHETIC
0.7625,0.652,0.7243,2,0.0679,0,1.39,0.4832,48.39,0,SYNTHETIC
0.5221,0.3174,0.7718,3,0.0044,0,6.7,0.1869,19.23,1,SYNTHETIC
0.6798,0.5146,0.5439,1,0.2026,1,6.8,0.6047,40.5,1,SYNTHETIC
0.7466,0.5726,0.7291,0,0.3462,1,6.29,0.7761,55.41,1,SYNTHETIC
0.7776,0.738,0.417,4,0.0926,1,68.66,0.5144,49.42,0,SYNTHETIC
0.3488,0.1093,0.8167,1,0.1661,1,1.22,0.6532,12.06,0,SYNTHETIC
0.6318,0.5013,0.8641,1,0.0907,1,38.08,0.7984,30.61,0,SYNTHETIC
0.8228,0.7663,0.4568,2,-0.0651,2,12.02,0.5343,51.27,0,SYNTHETIC
0.176,0.1395,0.6928,2,0.1763,3,12.93,0.8127,38.26,1,SYNTHETIC
0.5045,0.4708,0.8039,1,0.1131,2,0.1,0.62,57.94,0,SYNTHETIC
0.7934,0.5671,0.7184,1,0.1533,3,10.8,0.5971,50.02,0,SYNTHETIC
0.7258,0.6676,0.7543,0,0.268,0,25.48,0.8403,40.44,0,SYNTHETIC
0.7765,0.6022,0.5518,6,0.0129,1,2.01,0.6028,22.66,0,SYNTHETIC
0.4759,0.2883,0.7486,4,0.1345,2,49.54,0.546,60.93,1,SYNTHETIC
0.4144,0.3525,0.8278,0,-0.0032,0,0.9,0.6382,53.22,0,SYNTHETIC
0.1863,0.1523,0.6367,2,-0.1431,0,49.68,0.4362,44.98,1,SYNTHETIC
0.6348,0.4361,0.264,3,0.3266,0,5.22,0.6869,37.5,0,SYNTHETIC
0.7015,0.6882,0.3591,2,0.0426,0,0.01,0.6205,19.94,0,SYNTHETIC
0.4422,0.4065,0.732,1,0.1698,0,3.23,0.3211,17.43,1,SYNTHETIC
0.6738,0.4589,0.4845,4,-0.0203,1,23.47,0.7628,54.72,0,SYNTHETIC
0.4882,0.291,0.5293,2,0.0908,1,14.27,0.3162,27.29,1,SYNTHETIC
0.3937,0.1608,0.3791,4,-0.0695,0,0.95,0.6029,51.53,1,SYNTHETIC
0.3452,0.2588,0.6633,5,-0.0075,2,49.59,0.5323,62.82,0,SYNTHETIC
0.4774,0.413,0.2701,5,0.3243,1,13.44,0.7625,56.98,0,SYNTHETIC
0.7152,0.7145,0.402,3,-0.2566,2,0.5,0.3088,43.54,0,SYNTHETIC
0.7828,0.7268,0.2507,5,0.1535,1,0.72,0.1988,14.26,1,SYNTHETIC
0.3876,0.1616,0.6344,1,0.1888,4,4.56,0.2834,48.12,1,SYNTHETIC
0.739,0.6773,0.332,3,-0.0702,3,12.72,0.1276,43.9,1,SYNTHETIC
0.6144,0.3981,0.4612,2,0.0084,1,1.72,0.4247,47.29,1,SYNTHETIC
0.3394,0.2283,0.8254,0,0.0921,1,30.55,0.3608,33.22,1,SYNTHETIC
0.501,0.4153,0.5689,2,-0.1199,1,8.1,0.7395,73.15,1,SYNTHETIC
0.7393,0.5734,0.3474,1,-0.2047,2,2.78,0.5606,46.62,0,SYNTHETIC
0.5215,0.485,0.8556,1,0.3195,1,5.51,0.2471,41.1,0,SYNTHETIC
0.7207,0.5038,0.5977,1,0.1811,2,11.17,0.5839,51.2,1,SYNTHETIC
0.8516,0.65,0.7632,0,0.163,3,2.09,0.7122,66.35,0,SYNTHETIC
0.5658,0.4967,0.7493,1,-0.0866,0,12.09,0.6657,69.95,1,SYNTHETIC
0.7693,0.6039,0.5334,3,-0.0392,1,9.66,0.3263,40.69,0,SYNTHETIC
0.5487,0.3373,0.4341,7,0.1886,0,19.39,0.3514,36.97,0,SYNTHETIC
0.7685,0.5687,0.5335,1,0.071,3,3.31,0.7241,74.11,0,SYNTHETIC
0.4723,0.2401,0.7131,2,-0.0539,0,10.93,0.454,82.07,1,SYNTHETIC
0.7165,0.5505,0.5791,1,-0.224,4,4.72,0.9151,59.15,0,SYNTHETIC
0.4161,0.2749,0.5541,3,0.1679,3,5.59,0.5738,53.68,0,SYNTHETIC
0.4173,0.2653,0.6646,2,-0.1463,2,27.01,0.7055,38.84,1,SYNTHETIC
0.7731,0.6705,0.2248,2,-0.011,1,15.01,0.6761,52.9,0,SYNTHETIC
0.489,0.4468,0.7674,1,-0.0382,3,21.81,0.6454,70.99,0,SYNTHETIC
0.5568,0.525,0.4892,1,-0.1176,1,24.34,0.372,31.32,1,SYNTHETIC
0.5193,0.4617,0.55,3,0.119,0,4.15,0.3889,26.11,0,SYNTHETIC
0.7113,0.6691,0.6754,1,0.0193,4,8.01,0.8239,33.24,1,SYNTHETIC
0.4038,0.3102,0.552,1,0.1186,3,14.09,0.2796,40.37,0,SYNTHETIC
0.4589,0.2753,0.8628,1,0.1054,1,0.92,0.7684,51.4,1,SYNTHETIC
0.569,0.3623,0.4972,6,0.103,0,3.28,0.8782,56.67,0,SYNTHETIC
0.5727,0.4852,0.354,4,-0.1476,0,30.27,0.7778,34.23,1,SYNTHETIC
0.8,0.6217,0.4446,1,-0.0642,1,2.16,0.5396,74.18,0,SYNTHETIC
0.5714,0.4162,0.71,3,0.0109,3,1.34,0.838,56.81,0,SYNTHETIC
0.6781,0.4604,0.8724,2,0.1798,1,15.53,0.6423,32.69,0,SYNTHETIC
0.728,0.6048,0.2843,3,0.2727,4,19.66,0.4227,30.53,0,SYNTHETIC
0.787,0.5832,0.4591,4,0.1287,0,3.09,0.5078,39.1,0,SYNTHETIC
0.5414,0.4904,0.7355,1,0.2359,5,3.63,0.6977,65.81,0,SYNTHETIC
0.6222,0.5876,0.3152,3,0.0699,1,9.89,0.7197,55.03,0,SYNTHETIC
0.7102,0.6687,0.5544,4,0.2135,4,33.03,0.772,61.59,0,SYNTHETIC
0.2957,0.2223,0.4451,2,-0.2025,4,8.44,0.6683,35.64,1,SYNTHETIC
0.5048,0.4693,0.8038,2,0.1088,2,3.18,0.5173,57.31,0,SYNTHETIC
0.5583,0.4559,0.826,0,0.0067,0,10.78,0.2629,33.64,0,SYNTHETIC
0.6383,0.4922,0.5891,2,0.1936,1,6.88,0.5885,22.09,0,SYNTHETIC
0.6181,0.4291,0.6609,4,0.1437,1,5.68,0.6653,14.0,1,SYNTHETIC
0.2377,0.1283,0.6414,4,0.0184,1,13.4,0.6422,49.69,0,SYNTHETIC
0.6538,0.5012,0.6473,2,0.0375,1,6.96,0.8535,78.75,0,SYNTHETIC
0.2588,0.1877,0.5309,6,0.1805,0,8.27,0.4328,82.99,1,SYNTHETIC
0.7311,0.6247,0.6807,1,0.0994,2,62.73,0.703,63.22,0,SYNTHETIC
0.2321,0.1325,0.519,9,0.1959,1,11.68,0.4877,47.18,0,SYNTHETIC
0.5035,0.4632,0.2939,2,0.0917,1,9.77,0.5323,40.78,0,SYNTHETIC
0.8558,0.664,0.5538,2,-0.0756,0,6.01,0.8846,70.54,0,SYNTHETIC
0.7338,0.4934,0.3194,4,0.2891,2,1.09,0.3503,43.49,0,SYNTHETIC
0.6895,0.622,0.5594,4,-0.1369,4,14.26,0.7604,53.81,1,SYNTHETIC
0.1849,0.0456,0.5674,2,0.112,0,0.03,0.6807,49.08,1,SYNTHETIC
0.6552,0.4663,0.4538,3,0.0019,1,23.02,0.124,67.13,1,SYNTHETIC
0.5673,0.4942,0.8533,0,-0.4488,1,25.22,0.8235,24.55,0,SYNTHETIC
0.5174,0.3824,0.5589,3,0.0227,0,0.76,0.8743,62.78,0,SYNTHETIC
0.6053,0.3892,0.4516,4,-0.3682,0,1.5,0.6409,58.04,0,SYNTHETIC
0.6937,0.5055,0.7741,0,0.2381,0,58.13,0.4953,53.39,0,SYNTHETIC
0.8663,0.7276,0.7475,0,0.1019,0,1.44,0.3116,65.1,0,SYNTHETIC
0.571,0.5347,0.4684,1,-0.0658,2,18.0,0.96,71.92,1,SYNTHETIC
0.5165,0.2736,0.5892,1,-0.0562,4,18.02,0.4772,41.94,0,SYNTHETIC
0.765,0.5967,0.5601,2,0.229,2,10.41,0.5498,26.61,0,SYNTHETIC
0.5443,0.4656,0.6176,1,0.0822,0,11.98,0.8965,59.23,1,SYNTHETIC
0.3803,0.1873,0.5959,1,0.1533,1,8.59,0.7631,23.04,0,SYNTHETIC
0.8613,0.6479,0.2606,4,-0.0262,1,42.93,0.8393,30.77,0,SYNTHETIC
0.8186,0.6484,0.7473,2,0.0039,0,24.97,0.1787,34.07,0,SYNTHETIC
0.8137,0.7676,0.5563,1,0.0384,1,17.14,0.7307,62.94,0,SYNTHETIC
0.4173,0.3755,0.9332,0,-0.081,0,10.06,0.4782,46.93,0,SYNTHETIC
0.553,0.4622,0.6409,2,0.3137,2,37.15,0.7572,47.48,0,SYNTHETIC
0.4811,0.3988,0.4376,2,0.0209,0,9.11,0.3886,56.15,1,SYNTHETIC
0.5869,0.5755,0.3725,4,-0.0467,2,9.41,0.8632,61.33,0,SYNTHETIC
0.7148,0.6218,0.8387,0,-0.0309,1,9.26,0.4316,39.63,0,SYNTHETIC
0.6926,0.485,0.4085,3,0.1431,0,1.79,0.5722,40.91,1,SYNTHETIC
0.6753,0.4754,0.7528,0,0.0668,0,10.08,0.6584,35.25,0,SYNTHETIC
0.4674,0.4103,0.7082,0,-0.056,1,12.14,0.8075,74.1,1,SYNTHETIC
0.5226,0.3633,0.7779,1,0.1721,0,14.29,0.924,46.79,0,SYNTHETIC
0.7595,0.5623,0.2565,4,-0.3096,2,29.45,0.7219,52.29,0,SYNTHETIC
0.5509,0.3738,0.7863,0,0.0238,2,20.69,0.3984,80.33,1,SYNTHETIC
0.1666,0.0,0.352,5,0.2143,1,0.42,0.4256,70.83,1,SYNTHETIC
0.509,0.3628,0.6275,1,-0.2474,1,9.31,0.3518,45.28,1,SYNTHETIC
0.3055,0.1433,0.3432,2,0.1249,2,30.18,0.1812,52.65,0,SYNTHETIC
0.5822,0.4754,0.4256,1,0.0747,0,4.26,0.6471,71.65,1,SYNTHETIC
0.6313,0.6303,0.352,6,0.0199,1,12.33,0.8274,72.9,1,SYNTHETIC
0.368,0.2281,0.2476,3,0.0392,2,11.06,0.9468,31.1,0,SYNTHETIC
0.4967,0.2687,0.5983,6,0.2583,4,0.53,0.6189,14.56,1,SYNTHETIC
0.6903,0.6254,0.4174,3,-0.1347,3,5.86,0.6307,70.28,0,SYNTHETIC
0.4215,0.4173,0.5785,1,-0.0243,1,17.24,0.6909,59.74,0,SYNTHETIC
0.6409,0.6278,0.5556,1,0.0948,1,7.02,0.8135,23.12,1,SYNTHETIC
0.3849,0.1977,0.6497,5,-0.1246,0,10.24,0.6292,48.15,0,SYNTHETIC
0.3063,0.079,0.7302,2,0.0626,2,19.09,0.7468,54.39,0,SYNTHETIC
0.8083,0.5924,0.4979,5,0.1175,1,3.99,0.5862,76.18,0,SYNTHETIC
0.3332,0.2898,0.2415,4,-0.0662,1,23.56,0.9589,45.75,0,SYNTHETIC
0.6017,0.4618,0.5456,2,0.0641,4,0.37,0.1751,65.29,0,SYNTHETIC
0.6084,0.4947,0.5839,3,0.0937,2,11.21,0.3015,26.94,1,SYNTHETIC
0.5433,0.3891,0.8283,0,0.2646,0,12.6,0.8782,60.64,0,SYNTHETIC
0.5213,0.4827,0.6649,3,-0.1597,0,18.34,0.9304,46.08,0,SYNTHETIC
0.6278,0.4957,0.7117,1,-0.0983,5,12.41,0.5663,28.58,1,SYNTHETIC
0.908,0.7518,0.6796,1,0.0346,4,15.96,0.6338,59.37,0,SYNTHETIC
0.5939,0.3472,0.716,1,-0.1907,2,17.85,0.6197,62.55,1,SYNTHETIC
0.7012,0.5777,0.6222,4,-0.0377,1,6.77,0.5138,28.66,0,SYNTHETIC
0.6591,0.5025,0.6784,2,0.1563,1,63.14,0.6475,37.73,1,SYNTHETIC
0.4358,0.1989,0.5104,3,0.1321,0,16.66,0.6851,52.53,1,SYNTHETIC
0.4391,0.2677,0.5085,4,0.1338,0,4.89,0.9377,82.71,0,SYNTHETIC
0.7722,0.7705,0.9169,0,0.1852,1,0.48,0.4219,41.53,0,SYNTHETIC
0.2984,0.1105,0.5114,1,-0.0331,0,7.59,0.3131,67.62,0,SYNTHETIC
0.657,0.4092,0.8195,1,-0.1217,2,2.35,0.4627,75.93,1,SYNTHETIC
0.57,0.3637,0.6301,1,-0.044,1,17.02,0.6138,24.87,0,SYNTHETIC
0.167,0.0747,0.3516,3,0.2602,1,2.13,0.6492,17.63,0,SYNTHETIC
0.5396,0.428,0.6898,3,0.0394,1,2.22,0.7162,49.95,0,SYNTHETIC
0.5497,0.5435,0.4758,2,0.3202,1,36.76,0.554,38.31,0,SYNTHETIC
0.4785,0.2777,0.5357,1,-0.1455,1,25.79,0.8661,66.78,1,SYNTHETIC
0.5663,0.472,0.6025,1,0.0827,2,17.21,0.5661,65.06,1,SYNTHETIC
0.6894,0.5941,0.5796,3,0.2433,2,34.7,0.4051,71.39,1,SYNTHETIC
0.4559,0.3327,0.4532,4,0.0021,0,17.6,0.4505,58.23,0,SYNTHETIC
0.5372,0.3344,0.7664,1,-0.2175,0,3.16,0.619,31.1,0,SYNTHETIC
0.423,0.3088,0.577,5,-0.1385,1,2.56,0.5454,42.37,0,SYNTHETIC
0.5532,0.4767,0.455,4,-0.1697,0,2.73,0.8188,38.24,0,SYNTHETIC
0.6625,0.6288,0.6626,3,0.1001,1,13.05,0.3994,87.56,1,SYNTHETIC
0.7435,0.6937,0.5914,1,0.2821,2,4.37,0.6967,12.08,0,SYNTHETIC
0.5401,0.3221,0.3277,2,0.2961,1,20.48,0.6065,24.97,0,SYNTHETIC
0.5542,0.372,0.6365,6,-0.3018,3,23.51,0.8853,31.38,1,SYNTHETIC
0.2658,0.1489,0.4131,1,0.1907,1,0.47,0.5824,8.77,1,SYNTHETIC
0.4936,0.4289,0.4988,2,0.1053,2,7.15,0.5957,59.95,1,SYNTHETIC
0.6057,0.5967,0.3506,2,-0.1791,2,1.0,0.4495,22.85,0,SYNTHETIC
0.7302,0.6716,0.5521,2,-0.1568,1,4.59,0.3021,61.94,0,SYNTHETIC
0.5233,0.3321,0.3566,3,0.0593,3,7.7,0.6991,50.32,1,SYNTHETIC
0.7754,0.6176,0.3162,3,0.0574,2,4.33,0.2043,22.46,1,SYNTHETIC
0.7394,0.7345,0.3958,2,-0.0249,3,58.6,0.6539,59.14,0,SYNTHETIC
0.4604,0.3933,0.4267,1,-0.1912,1,8.58,0.8859,53.43,0,SYNTHETIC
0.4684,0.2604,0.5566,3,-0.0127,2,16.38,0.6929,61.77,0,SYNTHETIC
0.6805,0.6175,0.8517,0,0.1433,2,3.86,0.5899,11.3,0,SYNTHETIC
0.6079,0.4126,0.6824,1,-0.123,4,6.23,0.5397,64.65,1,SYNTHETIC
0.5895,0.3643,0.8232,1,-0.0277,0,6.72,0.4047,43.27,0,SYNTHETIC
0.7289,0.5412,0.4681,0,0.0283,2,9.5,0.6921,71.72,1,SYNTHETIC
0.4274,0.3124,0.4767,2,0.2321,2,33.72,0.2682,46.52,0,SYNTHETIC
0.6472,0.4196,0.5306,0,-0.0105,2,0.6,0.1758,67.16,0,SYNTHETIC
0.2665,0.237,0.8631,1,0.0767,5,58.59,0.7722,77.38,1,SYNTHETIC
0.6473,0.4682,0.5385,2,0.1193,0,1.85,0.41,40.59,0,SYNTHETIC
0.6108,0.4776,0.5133,4,0.027,4,8.63,0.4819,55.94,0,SYNTHETIC
0.6723,0.5213,0.7638,1,0.0414,2,0.11,0.3278,66.15,1,SYNTHETIC
0.4682,0.4331,0.645,0,0.2686,1,16.14,0.6297,52.2,0,SYNTHETIC
0.6889,0.4644,0.4047,3,-0.1862,1,4.8,0.5905,79.97,1,SYNTHETIC
0.6019,0.555,0.7386,3,0.1819,1,0.83,0.3722,60.22,0,SYNTHETIC
0.8686,0.7072,0.6448,4,0.1458,4,3.9,0.6835,83.72,0,SYNTHETIC
0.6708,0.5142,0.6734,2,0.1191,2,38.8,0.8153,54.66,0,SYNTHETIC
0.6516,0.5722,0.7766,3,0.2974,1,9.17,0.794,63.06,0,SYNTHETIC
0.3779,0.1899,0.7494,2,0.039,4,0.8,0.2292,10.27,0,SYNTHETIC
0.2684,0.1201,0.5469,3,0.0309,1,12.2,0.944,72.24,0,SYNTHETIC
0.358,0.1206,0.7356,2,-0.0242,2,0.97,0.6183,66.28,1,SYNTHETIC
0.7323,0.6396,0.9119,0,0.2382,0,28.57,0.5612,48.62,0,SYNTHETIC
0.6062,0.4839,0.3754,0,-0.1108,3,4.75,0.5677,78.63,0,SYNTHETIC
0.9226,0.6906,0.3874,3,-0.0185,2,0.37,0.7293,68.13,0,SYNTHETIC
0.6644,0.6047,0.561,3,0.1602,3,30.75,0.789,50.37,0,SYNTHETIC
0.4793,0.4531,0.5665,3,0.237,1,18.49,0.8522,44.41,0,SYNTHETIC
0.253,0.1443,0.5126,4,-0.1478,3,0.14,0.4775,72.52,0,SYNTHETIC
0.5489,0.3877,0.8165,2,0.1468,1,6.4,0.3708,24.22,0,SYNTHETIC
0.7253,0.5255,0.4315,5,0.027,3,2.25,0.5144,57.47,0,SYNTHETIC
0.5904,0.5283,0.2609,6,0.0917,1,15.8,0.8364,71.31,1,SYNTHETIC
0.7112,0.6308,0.9062,0,0.0814,1,6.17,0.6865,85.37,0,SYNTHETIC
0.6953,0.6589,0.5731,1,0.0737,0,18.69,0.2426,57.08,0,SYNTHETIC
0.8242,0.6358,0.6894,5,-0.0887,3,7.9,0.5642,45.2,0,SYNTHETIC
0.6048,0.5913,0.759,1,0.1265,1,10.14,0.6434,44.73,0,SYNTHETIC
0.8298,0.7839,0.7817,2,0.003,0,5.65,0.7949,63.48,0,SYNTHETIC
0.6852,0.5553,0.6727,0,0.1142,1,12.59,0.7482,27.4,1,SYNTHETIC
0.6672,0.581,0.3255,4,-0.0698,2,17.45,0.3904,39.89,0,SYNTHETIC
0.4032,0.1831,0.5521,5,-0.104,0,12.76,0.3636,57.54,0,SYNTHETIC
0.7683,0.5685,0.6506,3,0.3637,0,16.41,0.7089,57.07,0,SYNTHETIC
0.5469,0.3409,0.5713,2,-0.062,1,19.15,0.4894,43.38,1,SYNTHETIC
0.1318,0.0,0.6702,0,0.2268,0,10.89,0.7799,19.8,0,SYNTHETIC
0.5761,0.3897,0.24,2,0.0729,3,5.85,0.2844,48.54,1,SYNTHETIC
0.2196,0.0343,0.39,3,0.1315,1,10.04,0.4892,46.21,0,SYNTHETIC
0.6932,0.5384,0.366,5,-0.1163,2,0.61,0.8349,57.27,1,SYNTHETIC
0.6438,0.4347,0.5564,5,-0.0226,1,18.06,0.9547,27.9,0,SYNTHETIC
0.7235,0.5442,0.6939,3,-0.1291,3,17.72,0.0669,44.89,1,SYNTHETIC
0.6257,0.5737,0.7212,1,0.1286,2,12.86,0.9477,79.96,0,SYNTHETIC
0.6822,0.5465,0.7143,2,0.0555,0,18.13,0.7066,62.07,0,SYNTHETIC
0.7127,0.6081,0.8191,0,0.0502,4,18.92,0.8696,58.58,1,SYNTHETIC
0.36,0.1883,0.3747,2,0.0069,2,1.48,0.7039,81.32,1,SYNTHETIC
0.6801,0.6205,0.269,3,-0.045,0,7.82,0.5493,61.86,0,SYNTHETIC
0.6219,0.3823,0.5089,3,0.0285,1,5.0,0.6485,47.16,1,SYNTHETIC
0.742,0.7309,0.3497,4,0.0699,2,6.86,0.6899,74.5,0,SYNTHETIC
0.8124,0.6824,0.7979,3,0.0929,0,5.38,0.7554,44.26,0,SYNTHETIC
0.4919,0.4043,0.7983,1,-0.1185,0,17.96,0.8444,27.58,0,SYNTHETIC
0.5647,0.4357,0.7749,1,-0.1011,1,20.44,0.742,43.0,0,SYNTHETIC
0.4848,0.4034,0.7998,1,0.0285,1,6.16,0.8127,21.5,1,SYNTHETIC
0.5638,0.5057,0.2663,2,0.0764,1,9.16,0.655,16.6,0,SYNTHETIC
0.588,0.5732,0.7288,6,0.3538,0,19.53,0.1688,38.48,0,SYNTHETIC
0.2238,0.0905,0.6232,2,-0.0048,1,11.81,0.5295,23.76,0,SYNTHETIC
0.9047,0.7693,0.4453,2,0.057,3,6.96,0.3215,48.19,0,SYNTHETIC
0.6654,0.427,0.5892,1,0.133,2,2.67,0.3872,52.31,1,SYNTHETIC
0.6361,0.4361,0.529,1,0.0664,1,3.65,0.8395,72.67,0,SYNTHETIC
0.4508,0.4141,0.5156,2,0.2745,3,9.48,0.8238,55.13,0,SYNTHETIC
0.6108,0.516,0.627,1,-0.0047,2,8.47,0.2318,32.75,1,SYNTHETIC
0.4823,0.2526,0.4294,3,-0.0596,1,7.54,0.719,73.83,1,SYNTHETIC
0.8499,0.6974,0.5201,1,0.1067,2,1.95,0.3067,44.82,0,SYNTHETIC
0.4176,0.2329,0.3635,5,0.0796,2,0.91,0.7337,36.28,0,SYNTHETIC
0.5617,0.4492,0.6508,3,0.1039,0,9.1,0.7844,27.01,0,SYNTHETIC
0.5922,0.5673,0.5836,3,-0.0234,0,1.34,0.4027,52.75,1,SYNTHETIC
0.4564,0.2838,0.6812,4,-0.2306,1,16.02,0.3752,53.76,1,SYNTHETIC
0.3941,0.37,0.4267,6,0.0957,1,35.94,0.5025,45.42,1,SYNTHETIC
0.858,0.6242,0.7428,2,-0.2515,1,1.86,0.6897,28.88,1,SYNTHETIC
0.6344,0.5381,0.7079,3,0.2405,2,23.97,0.6305,74.71,0,SYNTHETIC
0.7909,0.7357,0.3244,4,-0.1402,0,6.74,0.6648,67.31,0,SYNTHETIC
0.5629,0.5149,0.6433,1,0.0015,0,43.72,0.5952,53.49,0,SYNTHETIC
0.541,0.4337,0.7023,0,0.3321,2,13.58,0.3152,28.71,1,SYNTHETIC
0.2365,0.0545,0.5298,2,0.0181,2,5.91,0.8913,29.88,0,SYNTHETIC
0.6449,0.4636,0.5977,1,0.1491,1,8.27,0.5801,64.02,1,SYNTHETIC
0.3799,0.184,0.7749,0,-0.2394,2,14.45,0.4028,48.15,0,SYNTHETIC
0.72,0.4765,0.5854,3,-0.0717,1,5.89,0.142,74.34,0,SYNTHETIC
0.67,0.4344,0.4478,4,0.2162,1,0.4,0.2719,60.87,1,SYNTHETIC
0.7325,0.6109,0.7886,2,-0.1254,2,23.15,0.7373,56.61,0,SYNTHETIC
0.7336,0.7334,0.5777,2,0.3405,2,16.35,0.8378,46.24,1,SYNTHETIC
0.4301,0.4028,0.7791,1,-0.2856,2,32.75,0.7901,20.22,0,SYNTHETIC
0.3446,0.1674,0.7114,2,-0.1718,2,5.89,0.4238,45.43,0,SYNTHETIC
0.6958,0.527,0.5837,6,0.0654,1,2.73,0.6486,70.36,0,SYNTHETIC
0.6399,0.4313,0.4676,2,-0.0091,1,29.31,0.6479,41.85,0,SYNTHETIC
0.3191,0.3011,0.6133,2,-0.0852,0,0.09,0.3859,70.47,0,SYNTHETIC
0.5777,0.5209,0.8222,1,0.0526,0,0.88,0.5011,84.21,0,SYNTHETIC
0.3228,0.1745,0.409,3,-0.0906,1,8.54,0.9757,29.65,0,SYNTHETIC
0.5711,0.5398,0.865,1,0.0795,2,44.62,0.8645,29.86,0,SYNTHETIC
0.6027,0.6024,0.6233,0,0.1265,2,21.27,0.6842,73.73,0,SYNTHETIC
0.9065,0.6629,0.3119,4,0.0876,2,57.84,0.4058,21.06,0,SYNTHETIC
0.5531,0.3173,0.2427,5,0.0512,2,51.35,0.7934,21.7,0,SYNTHETIC
0.7312,0.7206,0.49,2,-0.0013,2,5.2,0.5721,56.93,0,SYNTHETIC
0.5654,0.3558,0.395,1,0.1976,2,1.98,0.9462,55.66,1,SYNTHETIC
0.8228,0.6585,0.6084,0,-0.2654,0,1.54,0.4733,75.79,1,SYNTHETIC
0.4927,0.4411,0.5333,4,0.0886,1,4.88,0.4924,87.55,0,SYNTHETIC
0.3312,0.173,0.554,1,0.1424,2,34.08,0.8612,51.36,0,SYNTHETIC
0.3159,0.1457,0.4953,2,-0.1673,4,6.94,0.5814,62.94,0,SYNTHETIC
0.3619,0.2439,0.7761,1,0.1992,2,31.3,0.472,83.22,1,SYNTHETIC
0.7595,0.7559,0.3183,5,-0.1436,2,23.44,0.545,42.45,1,SYNTHETIC
0.3418,0.1249,0.1509,8,0.2726,2,10.5,0.5957,36.79,1,SYNTHETIC
0.5929,0.4004,0.4696,3,-0.0675,1,4.4,0.4657,29.57,0,SYNTHETIC
0.6232,0.4939,0.8554,0,-0.0098,1,7.3,0.7751,43.25,0,SYNTHETIC
0.7462,0.5764,0.7993,2,0.2233,2,2.57,0.5711,83.35,1,SYNTHETIC
0.7384,0.6021,0.4452,4,-0.0745,0,39.79,0.4872,74.11,0,SYNTHETIC
0.4497,0.3125,0.2729,3,-0.0811,2,7.79,0.505,42.39,1,SYNTHETIC
0.3886,0.3021,0.4748,4,-0.0054,3,10.64,0.6527,85.5,1,SYNTHETIC
0.3104,0.0909,0.435,0,0.1875,2,1.41,0.2177,17.4,0,SYNTHETIC
0.4409,0.4,0.7084,0,0.0563,0,11.5,0.7138,22.02,1,SYNTHETIC
0.6593,0.5019,0.6967,1,0.1506,4,3.13,0.4327,54.48,0,SYNTHETIC
0.7718,0.6509,0.2423,3,-0.0586,0,2.5,0.508,53.26,0,SYNTHETIC
0.3255,0.2804,0.6737,2,0.0448,3,1.23,0.4915,63.25,0,SYNTHETIC
0.5412,0.5168,0.6102,1,0.2299,2,16.38,0.6038,70.27,0,SYNTHETIC
0.3938,0.2301,0.5824,5,0.3708,2,15.19,0.7398,29.7,0,SYNTHETIC
0.4816,0.2359,0.593,2,0.2708,3,2.42,0.4941,74.74,0,SYNTHETIC
0.6742,0.5441,0.7495,4,0.3321,1,6.37,0.6286,37.62,1,SYNTHETIC
