concept_baseline,signal_count,hour,is_anomaly,dataset_type
24.54,21.0,8,0,SYNTHETIC
24.54,13.0,9,0,SYNTHETIC
24.54,26.0,10,0,SYNTHETIC
24.54,28.0,11,0,SYNTHETIC
24.54,21.0,12,0,SYNTHETIC
24.54,27.0,13,0,SYNTHETIC
24.54,30.0,14,0,SYNTHETIC
24.54,40.0,15,0,SYNTHETIC
24.54,31.0,16,0,SYNTHETIC
24.54,23.0,17,0,SYNTHETIC
24.54,22.0,18,0,SYNTHETIC
24.54,17.0,19,0,SYNTHETIC
24.54,35.0,20,0,SYNTHETIC
24.54,34.0,21,0,SYNTHETIC
24.54,30.0,22,0,SYNTHETIC
24.54,23.0,23,0,SYNTHETIC
29.05,42.0,0,0,SYNTHETIC
29.05,79.0,1,1,SYNTHETIC
29.05,31.0,2,0,SYNTHETIC
29.05,26.0,3,0,SYNTHETIC
29.05,36.0,4,0,SYNTHETIC
29.05,31.0,5,0,SYNTHETIC
29.05,31.0,6,0,SYNTHETIC
29.05,27.0,7,0,SYNTHETIC
29.05,31.0,8,0,SYNTHETIC
29.05,27.0,9,0,SYNTHETIC
29.05,38.0,10,0,SYNTHETIC
29.05,28.0,11,0,SYNTHETIC
29.05,23.0,12,0,SYNTHETIC
29.05,22.0,13,0,SYNTHETIC
29.05,33.0,14,0,SYNTHETIC
29.05,42.0,15,0,SYNTHETIC
29.05,28.0,16,0,SYNTHETIC
29.05,31.0,17,0,SYNTHETIC
29.05,20.0,18,0,SYNTHETIC
29.05,30.0,19,0,SYNTHETIC
29.05,30.0,20,0,SYNTHETIC
29.05,20.0,21,0,SYNTHETIC
29.05,23.0,22,0,SYNTHETIC
29.05,37.0,23,0,SYNTHETIC
14.59,19.0,0,0,SYNTHETIC
14.59,17.0,1,0,SYNTHETIC
14.59,41.0,2,1,SYNTHETIC
14.59,18.0,3,0,SYNTHETIC
14.59,12.0,4,0,SYNTHETIC
14.59,11.0,5,0,SYNTHETIC
14.59,9.0,6,0,SYNTHETIC
14.59,11.0,7,0,SYNTHETIC
14.59,16.0,8,0,SYNTHETIC
14.59,13.0,9,0,SYNTHETIC
14.59,18.0,10,0,SYNTHETIC
14.59,18.0,11,0,SYNTHETIC
14.59,17.0,12,0,SYNTHETIC
14.59,23.0,13,0,SYNTHETIC
14.59,15.0,14,0,SYNTHETIC
14.59,11.0,15,0,SYNTHETIC
14.59,12.0,16,0,SYNTHETIC
14.59,17.0,17,0,SYNTHETIC
14.59,13.0,18,0,SYNTHETIC
14.59,21.0,19,0,SYNTHETIC
14.59,12.0,20,0,SYNTHETIC
14.59,21.0,21,0,SYNTHETIC
14.59,15.0,22,0,SYNTHETIC
14.59,11.0,23,0,SYNTHETIC
36.85,34.0,0,0,SYNTHETIC
36.85,36.0,1,0,SYNTHETIC
36.85,37.0,2,0,SYNTHETIC
36.85,23.0,3,0,SYNTHETIC
36.85,34.0,4,0,SYNTHETIC
36.85,32.0,5,0,SYNTHETIC
36.85,30.0,6,0,SYNTHETIC
36.85,46.0,7,0,SYNTHETIC
36.85,25.0,8,0,SYNTHETIC
36.85,37.0,9,0,SYNTHETIC
36.85,33.0,10,0,SYNTHETIC
36.85,45.0,11,0,SYNTHETIC
36.85,29.0,12,0,SYNTHETIC
36.85,47.0,13,0,SYNTHETIC
36.85,37.0,14,0,SYNTHETIC
36.85,40.0,15,0,SYNTHETIC
36.85,13.0,16,0,SYNTHETIC
36.85,50.0,17,0,SYNTHETIC
36.85,31.0,18,0,SYNTHETIC
36.85,33.0,19,0,SYNTHETIC
36.85,52.0,20,0,SYNTHETIC
36.85,28.0,21,0,SYNTHETIC
36.85,25.0,22,0,SYNTHETIC
36.85,105.0,23,1,SYNTHETIC
27.72,27.0,0,0,SYNTHETIC
27.72,115.0,1,1,SYNTHETIC
27.72,34.0,2,0,SYNTHETIC
27.72,27.0,3,0,SYNTHETIC
27.72,18.0,4,0,SYNTHETIC
27.72,20.0,5,0,SYNTHETIC
27.72,15.0,6,0,SYNTHETIC
27.72,31.0,7,0,SYNTHETIC
27.72,30.0,8,0,SYNTHETIC
27.72,24.0,9,0,SYNTHETIC
27.72,25.0,10,0,SYNTHETIC
27.72,31.0,11,0,SYNTHETIC
27.72,37.0,12,0,SYNTHETIC
27.72,29.0,13,0,SYNTHETIC
27.72,31.0,14,0,SYNTHETIC
27.72,34.0,15,0,SYNTHETIC
27.72,20.0,16,0,SYNTHETIC
27.72,13.0,17,0,SYNTHETIC
27.72,26.0,18,0,SYNTHETIC
27.72,25.0,19,0,SYNTHETIC
27.72,31.0,20,0,SYNTHETIC
27.72,24.0,21,0,SYNTHETIC
27.72,41.0,22,0,SYNTHETIC
27.72,24.0,23,0,SYNTHETIC
29.34,33.0,0,0,SYNTHETIC
29.34,42.0,1,0,SYNTHETIC
29.34,22.0,2,0,SYNTHETIC
29.34,25.0,3,0,SYNTHETIC
29.34,28.0,4,0,SYNTHETIC
29.34,24.0,5,0,SYNTHETIC
29.34,27.0,6,0,SYNTHETIC
29.34,139.0,7,1,SYNTHETIC
29.34,33.0,8,0,SYNTHETIC
29.34,35.0,9,0,SYNTHETIC
29.34,26.0,10,0,SYNTHETIC
29.34,41.0,11,0,SYNTHETIC
29.34,36.0,12,0,SYNTHETIC
29.34,36.0,13,0,SYNTHETIC
29.34,25.0,14,0,SYNTHETIC
29.34,34.0,15,0,SYNTHETIC
29.34,26.0,16,0,SYNTHETIC
29.34,26.0,17,0,SYNTHETIC
29.34,36.0,18,0,SYNTHETIC
29.34,24.0,19,0,SYNTHETIC
29.34,38.0,20,0,SYNTHETIC
29.34,25.0,21,0,SYNTHETIC
29.34,42.0,22,0,SYNTHETIC
29.34,32.0,23,0,SYNTHETIC
14.04,7.0,0,0,SYNTHETIC
14.04,18.0,1,0,SYNTHETIC
14.04,13.0,2,0,SYNTHETIC
14.04,36.0,3,1,SYNTHETIC
14.04,8.0,4,0,SYNTHETIC
14.04,13.0,5,0,SYNTHETIC
14.04,11.0,6,0,SYNTHETIC
14.04,26.0,7,0,SYNTHETIC
14.04,18.0,8,0,SYNTHETIC
14.04,18.0,9,0,SYNTHETIC
14.04,16.0,10,0,SYNTHETIC
14.04,19.0,11,0,SYNTHETIC
14.04,16.0,12,0,SYNTHETIC
14.04,10.0,13,0,SYNTHETIC
14.04,9.0,14,0,SYNTHETIC
14.04,17.0,15,0,SYNTHETIC
14.04,7.0,16,0,SYNTHETIC
14.04,5.0,17,0,SYNTHETIC
14.04,15.0,18,0,SYNTHETIC
14.04,13.0,19,0,SYNTHETIC
14.04,14.0,20,0,SYNTHETIC
14.04,16.0,21,0,SYNTHETIC
14.04,11.0,22,0,SYNTHETIC
14.04,23.0,23,0,SYNTHETIC
10.89,12.0,0,0,SYNTHETIC
10.89,45.0,1,1,SYNTHETIC
10.89,6.0,2,0,SYNTHETIC
10.89,16.0,3,0,SYNTHETIC
10.89,8.0,4,0,SYNTHETIC
10.89,9.0,5,0,SYNTHETIC
10.89,12.0,6,0,SYNTHETIC
10.89,6.0,7,0,SYNTHETIC
10.89,14.0,8,0,SYNTHETIC
10.89,8.0,9,0,SYNTHETIC
10.89,13.0,10,0,SYNTHETIC
10.89,8.0,11,0,SYNTHETIC
10.89,11.0,12,0,SYNTHETIC
10.89,14.0,13,0,SYNTHETIC
10.89,6.0,14,0,SYNTHETIC
10.89,15.0,15,0,SYNTHETIC
10.89,12.0,16,0,SYNTHETIC
10.89,13.0,17,0,SYNTHETIC
10.89,8.0,18,0,SYNTHETIC
10.89,12.0,19,0,SYNTHETIC
10.89,10.0,20,0,SYNTHETIC
10.89,8.0,21,0,SYNTHETIC
10.89,10.0,22,0,SYNTHETIC
10.89,10.0,23,0,SYNTHETIC
37.75,29.0,0,0,SYNTHETIC
37.75,46.0,1,0,SYNTHETIC
37.75,44.0,2,0,SYNTHETIC
37.75,50.0,3,0,SYNTHETIC
37.75,18.0,4,0,SYNTHETIC
37.75,29.0,5,0,SYNTHETIC
37.75,180.0,6,1,SYNTHETIC
37.75,20.0,7,0,SYNTHETIC
37.75,36.0,8,0,SYNTHETIC
37.75,33.0,9,0,SYNTHETIC
37.75,43.0,10,0,SYNTHETIC
37.75,41.0,11,0,SYNTHETIC
37.75,50.0,12,0,SYNTHETIC
37.75,137.0,13,1,SYNTHETIC
37.75,39.0,14,0,SYNTHETIC
37.75,24.0,15,0,SYNTHETIC
37.75,28.0,16,0,SYNTHETIC
37.75,32.0,17,0,SYNTHETIC
37.75,33.0,18,0,SYNTHETIC
37.75,26.0,19,0,SYNTHETIC
37.75,37.0,20,0,SYNTHETIC
37.75,39.0,21,0,SYNTHETIC
37.75,33.0,22,0,SYNTHETIC
37.75,28.0,23,0,SYNTHETIC
16.86,17.0,0,0,SYNTHETIC
16.86,20.0,1,0,SYNTHETIC
16.86,16.0,2,0,SYNTHETIC
16.86,13.0,3,0,SYNTHETIC
16.86,16.0,4,0,SYNTHETIC
16.86,18.0,5,0,SYNTHETIC
16.86,22.0,6,0,SYNTHETIC
16.86,21.0,7,0,SYNTHETIC
16.86,58.0,8,1,SYNTHETIC
16.86,18.0,9,0,SYNTHETIC
16.86,21.0,10,0,SYNTHETIC
16.86,8.0,11,0,SYNTHETIC
16.86,9.0,12,0,SYNTHETIC
16.86,16.0,13,0,SYNTHETIC
16.86,17.0,14,0,SYNTHETIC
16.86,15.0,15,0,SYNTHETIC
16.86,15.0,16,0,SYNTHETIC
16.86,15.0,17,0,SYNTHETIC
16.86,18.0,18,0,SYNTHETIC
16.86,13.0,19,0,SYNTHETIC
16.86,26.0,20,0,SYNTHETIC
16.86,16.0,21,0,SYNTHETIC
16.86,12.0,22,0,SYNTHETIC
16.86,21.0,23,0,SYNTHETIC
13.53,5.0,0,0,SYNTHETIC
13.53,14.0,1,0,SYNTHETIC
13.53,21.0,2,0,SYNTHETIC
13.53,20.0,3,0,SYNTHETIC
13.53,15.0,4,0,SYNTHETIC
13.53,13.0,5,0,SYNTHETIC
13.53,10.0,6,0,SYNTHETIC
13.53,14.0,7,0,SYNTHETIC
13.53,14.0,8,0,SYNTHETIC
13.53,13.0,9,0,SYNTHETIC
13.53,20.0,10,0,SYNTHETIC
13.53,15.0,11,0,SYNTHETIC
13.53,14.0,12,0,SYNTHETIC
13.53,11.0,13,0,SYNTHETIC
13.53,16.0,14,0,SYNTHETIC
13.53,18.0,15,0,SYNTHETIC
13.53,14.0,16,0,SYNTHETIC
13.53,15.0,17,0,SYNTHETIC
13.53,13.0,18,0,SYNTHETIC
13.53,11.0,19,0,SYNTHETIC
13.53,18.0,20,0,SYNTHETIC
13.53,10.0,21,0,SYNTHETIC
13.53,15.0,22,0,SYNTHETIC
13.53,6.0,23,0,SYNTHETIC
36.86,27.0,0,0,SYNTHETIC
36.86,39.0,1,0,SYNTHETIC
36.86,22.0,2,0,SYNTHETIC
36.86,35.0,3,0,SYNTHETIC
36.86,18.0,4,0,SYNTHETIC
36.86,42.0,5,0,SYNTHETIC
36.86,34.0,6,0,SYNTHETIC
36.86,51.0,7,0,SYNTHETIC
36.86,35.0,8,0,SYNTHETIC
36.86,48.0,9,0,SYNTHETIC
36.86,33.0,10,0,SYNTHETIC
36.86,50.0,11,0,SYNTHETIC
36.86,44.0,12,0,SYNTHETIC
36.86,42.0,13,0,SYNTHETIC
36.86,26.0,14,0,SYNTHETIC
36.86,41.0,15,0,SYNTHETIC
36.86,47.0,16,0,SYNTHETIC
36.86,45.0,17,0,SYNTHETIC
36.86,37.0,18,0,SYNTHETIC
36.86,26.0,19,0,SYNTHETIC
36.86,27.0,20,0,SYNTHETIC
36.86,46.0,21,0,SYNTHETIC
36.86,44.0,22,0,SYNTHETIC
36.86,24.0,23,0,SYNTHETIC
10.6,7.0,0,0,SYNTHETIC
10.6,8.0,1,0,SYNTHETIC
10.6,11.0,2,0,SYNTHETIC
10.6,9.0,3,0,SYNTHETIC
10.6,10.0,4,0,SYNTHETIC
10.6,11.0,5,0,SYNTHETIC
10.6,12.0,6,0,SYNTHETIC
10.6,11.0,7,0,SYNTHETIC
10.6,13.0,8,0,SYNTHETIC
10.6,14.0,9,0,SYNTHETIC
10.6,12.0,10,0,SYNTHETIC
10.6,5.0,11,0,SYNTHETIC
10.6,10.0,12,0,SYNTHETIC
10.6,14.0,13,0,SYNTHETIC
10.6,13.0,14,0,SYNTHETIC
10.6,10.0,15,0,SYNTHETIC
10.6,13.0,16,0,SYNTHETIC
10.6,8.0,17,0,SYNTHETIC
10.6,8.0,18,0,SYNTHETIC
10.6,13.0,19,0,SYNTHETIC
10.6,13.0,20,0,SYNTHETIC
10.6,6.0,21,0,SYNTHETIC
10.6,10.0,22,0,SYNTHETIC
10.6,44.0,23,1,SYNTHETIC
29.65,25.0,0,0,SYNTHETIC
29.65,34.0,1,0,SYNTHETIC
29.65,31.0,2,0,SYNTHETIC
29.65,44.0,3,0,SYNTHETIC
29.65,23.0,4,0,SYNTHETIC
29.65,34.0,5,0,SYNTHETIC
29.65,35.0,6,0,SYNTHETIC
29.65,29.0,7,0,SYNTHETIC
29.65,19.0,8,0,SYNTHETIC
29.65,27.0,9,0,SYNTHETIC
29.65,36.0,10,0,SYNTHETIC
29.65,37.0,11,0,SYNTHETIC
29.65,20.0,12,0,SYNTHETIC
29.65,100.0,13,1,SYNTHETIC
29.65,39.0,14,0,SYNTHETIC
29.65,26.0,15,0,SYNTHETIC
29.65,16.0,16,0,SYNTHETIC
29.65,36.0,17,0,SYNTHETIC
29.65,34.0,18,0,SYNTHETIC
29.65,20.0,19,0,SYNTHETIC
29.65,31.0,20,0,SYNTHETIC
29.65,30.0,21,0,SYNTHETIC
29.65,30.0,22,0,SYNTHETIC
29.65,24.0,23,0,SYNTHETIC
37.21,45.0,0,0,SYNTHETIC
37.21,36.0,1,0,SYNTHETIC
37.21,39.0,2,0,SYNTHETIC
37.21,20.0,3,0,SYNTHETIC
37.21,28.0,4,0,SYNTHETIC
37.21,31.0,5,0,SYNTHETIC
37.21,27.0,6,0,SYNTHETIC
37.21,38.0,7,0,SYNTHETIC
37.21,27.0,8,0,SYNTHETIC
37.21,43.0,9,0,SYNTHETIC
37.21,23.0,10,0,SYNTHETIC
37.21,47.0,11,0,SYNTHETIC
37.21,40.0,12,0,SYNTHETIC
37.21,27.0,13,0,SYNTHETIC
37.21,42.0,14,0,SYNTHETIC
37.21,50.0,15,0,SYNTHETIC
37.21,12.0,16,0,SYNTHETIC
37.21,16.0,17,0,SYNTHETIC
37.21,32.0,18,0,SYNTHETIC
37.21,43.0,19,0,SYNTHETIC
37.21,30.0,20,0,SYNTHETIC
37.21,31.0,21,0,SYNTHETIC
37.21,43.0,22,0,SYNTHETIC
37.21,45.0,23,0,SYNTHETIC
12.69,6.0,0,0,SYNTHETIC
12.69,12.0,1,0,SYNTHETIC
12.69,11.0,2,0,SYNTHETIC
12.69,9.0,3,0,SYNTHETIC
12.69,8.0,4,0,SYNTHETIC
12.69,14.0,5,0,SYNTHETIC
12.69,10.0,6,0,SYNTHETIC
12.69,13.0,7,0,SYNTHETIC
12.69,17.0,8,0,SYNTHETIC
12.69,13.0,9,0,SYNTHETIC
12.69,10.0,10,0,SYNTHETIC
12.69,14.0,11,0,SYNTHETIC
12.69,13.0,12,0,SYNTHETIC
12.69,38.0,13,1,SYNTHETIC
12.69,10.0,14,0,SYNTHETIC
12.69,13.0,15,0,SYNTHETIC
12.69,13.0,16,0,SYNTHETIC
12.69,14.0,17,0,SYNTHETIC
12.69,14.0,18,0,SYNTHETIC
12.69,8.0,19,0,SYNTHETIC
12.69,18.0,20,0,SYNTHETIC
12.69,50.0,21,1,SYNTHETIC
12.69,41.0,22,1,SYNTHETIC
12.69,16.0,23,0,SYNTHETIC
23.85,33.0,0,0,SYNTHETIC
23.85,27.0,1,0,SYNTHETIC
23.85,27.0,2,0,SYNTHETIC
23.85,34.0,3,0,SYNTHETIC
23.85,17.0,4,0,SYNTHETIC
23.85,21.0,5,0,SYNTHETIC
23.85,25.0,6,0,SYNTHETIC
23.85,24.0,7,0,SYNTHETIC
23.85,20.0,8,0,SYNTHETIC
23.85,24.0,9,0,SYNTHETIC
23.85,27.0,10,0,SYNTHETIC
23.85,21.0,11,0,SYNTHETIC
23.85,29.0,12,0,SYNTHETIC
23.85,22.0,13,0,SYNTHETIC
23.85,19.0,14,0,SYNTHETIC
23.85,12.0,15,0,SYNTHETIC
23.85,27.0,16,0,SYNTHETIC
23.85,27.0,17,0,SYNTHETIC
23.85,26.0,18,0,SYNTHETIC
23.85,24.0,19,0,SYNTHETIC
23.85,19.0,20,0,SYNTHETIC
23.85,14.0,21,0,SYNTHETIC
23.85,14.0,22,0,SYNTHETIC
23.85,21.0,23,0,SYNTHETIC
10.64,11.0,0,0,SYNTHETIC
10.64,8.0,1,0,SYNTHETIC
10.64,11.0,2,0,SYNTHETIC
10.64,9.0,3,0,SYNTHETIC
10.64,10.0,4,0,SYNTHETIC
10.64,15.0,5,0,SYNTHETIC
10.64,8.0,6,0,SYNTHETIC
10.64,9.0,7,0,SYNTHETIC
10.64,9.0,8,0,SYNTHETIC
10.64,10.0,9,0,SYNTHETIC
10.64,17.0,10,0,SYNTHETIC
10.64,16.0,11,0,SYNTHETIC
10.64,11.0,12,0,SYNTHETIC
10.64,8.0,13,0,SYNTHETIC
10.64,9.0,14,0,SYNTHETIC
10.64,9.0,15,0,SYNTHETIC
10.64,12.0,16,0,SYNTHETIC
10.64,13.0,17,0,SYNTHETIC
10.64,10.0,18,0,SYNTHETIC
10.64,8.0,19,0,SYNTHETIC
10.64,10.0,20,0,SYNTHETIC
10.64,10.0,21,0,SYNTHETIC
10.64,14.0,22,0,SYNTHETIC
10.64,12.0,23,0,SYNTHETIC
28.76,25.0,0,0,SYNTHETIC
28.76,21.0,1,0,SYNTHETIC
28.76,35.0,2,0,SYNTHETIC
28.76,27.0,3,0,SYNTHETIC
28.76,27.0,4,0,SYNTHETIC
28.76,34.0,5,0,SYNTHETIC
28.76,38.0,6,0,SYNTHETIC
28.76,32.0,7,0,SYNTHETIC
28.76,39.0,8,0,SYNTHETIC
28.76,19.0,9,0,SYNTHETIC
28.76,45.0,10,0,SYNTHETIC
28.76,27.0,11,0,SYNTHETIC
28.76,29.0,12,0,SYNTHETIC
28.76,77.0,13,1,SYNTHETIC
28.76,24.0,14,0,SYNTHETIC
28.76,28.0,15,0,SYNTHETIC
28.76,29.0,16,0,SYNTHETIC
28.76,23.0,17,0,SYNTHETIC
28.76,29.0,18,0,SYNTHETIC
28.76,23.0,19,0,SYNTHETIC
28.76,23.0,20,0,SYNTHETIC
28.76,31.0,21,0,SYNTHETIC
28.76,34.0,22,0,SYNTHETIC
28.76,72.0,23,1,SYNTHETIC
10.03,11.0,0,0,SYNTHETIC
10.03,46.0,1,1,SYNTHETIC
10.03,13.0,2,0,SYNTHETIC
10.03,13.0,3,0,SYNTHETIC
10.03,9.0,4,0,SYNTHETIC
10.03,10.0,5,0,SYNTHETIC
10.03,7.0,6,0,SYNTHETIC
10.03,8.0,7,0,SYNTHETIC
10.03,11.0,8,0,SYNTHETIC
10.03,6.0,9,0,SYNTHETIC
10.03,7.0,10,0,SYNTHETIC
10.03,12.0,11,0,SYNTHETIC
10.03,7.0,12,0,SYNTHETIC
10.03,7.0,13,0,SYNTHETIC
10.03,9.0,14,0,SYNTHETIC
10.03,9.0,15,0,SYNTHETIC
10.03,10.0,16,0,SYNTHETIC
10.03,11.0,17,0,SYNTHETIC
10.03,12.0,18,0,SYNTHETIC
10.03,7.0,19,0,SYNTHETIC
10.03,12.0,20,0,SYNTHETIC
10.03,12.0,21,0,SYNTHETIC
10.03,13.0,22,0,SYNTHETIC
10.03,9.0,23,0,SYNTHETIC
14.05,13.0,0,0,SYNTHETIC
14.05,19.0,1,0,SYNTHETIC
14.05,12.0,2,0,SYNTHETIC
14.05,14.0,3,0,SYNTHETIC
14.05,14.0,4,0,SYNTHETIC
14.05,20.0,5,0,SYNTHETIC
14.05,17.0,6,0,SYNTHETIC
14.05,14.0,7,0,SYNTHETIC
14.05,12.0,8,0,SYNTHETIC
14.05,20.0,9,0,SYNTHETIC
14.05,13.0,10,0,SYNTHETIC
14.05,11.0,11,0,SYNTHETIC
14.05,11.0,12,0,SYNTHETIC
14.05,13.0,13,0,SYNTHETIC
14.05,15.0,14,0,SYNTHETIC
14.05,12.0,15,0,SYNTHETIC
14.05,13.0,16,0,SYNTHETIC
14.05,16.0,17,0,SYNTHETIC
14.05,14.0,18,0,SYNTHETIC
14.05,12.0,19,0,SYNTHETIC
14.05,18.0,20,0,SYNTHETIC
14.05,12.0,21,0,SYNTHETIC
14.05,9.0,22,0,SYNTHETIC
14.05,14.0,23,0,SYNTHETIC
32.58,35.0,0,0,SYNTHETIC
32.58,26.0,1,0,SYNTHETIC
32.58,130.0,2,1,SYNTHETIC
32.58,39.0,3,0,SYNTHETIC
32.58,39.0,4,0,SYNTHETIC
32.58,19.0,5,0,SYNTHETIC
32.58,46.0,6,0,SYNTHETIC
32.58,35.0,7,0,SYNTHETIC
32.58,40.0,8,0,SYNTHETIC
32.58,38.0,9,0,SYNTHETIC
32.58,29.0,10,0,SYNTHETIC
32.58,42.0,11,0,SYNTHETIC
32.58,29.0,12,0,SYNTHETIC
32.58,33.0,13,0,SYNTHETIC
32.58,46.0,14,0,SYNTHETIC
32.58,35.0,15,0,SYNTHETIC
32.58,25.0,16,0,SYNTHETIC
32.58,39.0,17,0,SYNTHETIC
32.58,98.0,18,1,SYNTHETIC
32.58,26.0,19,0,SYNTHETIC
32.58,49.0,20,0,SYNTHETIC
32.58,25.0,21,0,SYNTHETIC
32.58,23.0,22,0,SYNTHETIC
32.58,30.0,23,0,SYNTHETIC
22.25,12.0,0,0,SYNTHETIC
22.25,17.0,1,0,SYNTHETIC
22.25,26.0,2,0,SYNTHETIC
22.25,21.0,3,0,SYNTHETIC
22.25,19.0,4,0,SYNTHETIC
22.25,18.0,5,0,SYNTHETIC
22.25,24.0,6,0,SYNTHETIC
22.25,30.0,7,0,SYNTHETIC
22.25,16.0,8,0,SYNTHETIC
22.25,18.0,9,0,SYNTHETIC
22.25,12.0,10,0,SYNTHETIC
22.25,24.0,11,0,SYNTHETIC
22.25,23.0,12,0,SYNTHETIC
22.25,28.0,13,0,SYNTHETIC
22.25,15.0,14,0,SYNTHETIC
22.25,22.0,15,0,SYNTHETIC
22.25,24.0,16,0,SYNTHETIC
22.25,17.0,17,0,SYNTHETIC
22.25,17.0,18,0,SYNTHETIC
22.25,17.0,19,0,SYNTHETIC
22.25,32.0,20,0,SYNTHETIC
22.25,12.0,21,0,SYNTHETIC
22.25,20.0,22,0,SYNTHETIC
22.25,103.0,23,1,SYNTHETIC
28.21,26.0,0,0,SYNTHETIC
28.21,33.0,1,0,SYNTHETIC
28.21,26.0,2,0,SYNTHETIC
28.21,32.0,3,0,SYNTHETIC
28.21,25.0,4,0,SYNTHETIC
28.21,18.0,5,0,SYNTHETIC
28.21,29.0,6,0,SYNTHETIC
28.21,28.0,7,0,SYNTHETIC
28.21,27.0,8,0,SYNTHETIC
28.21,32.0,9,0,SYNTHETIC
28.21,31.0,10,0,SYNTHETIC
28.21,32.0,11,0,SYNTHETIC
28.21,17.0,12,0,SYNTHETIC
28.21,20.0,13,0,SYNTHETIC
28.21,37.0,14,0,SYNTHETIC
28.21,19.0,15,0,SYNTHETIC
28.21,34.0,16,0,SYNTHETIC
28.21,45.0,17,0,SYNTHETIC
28.21,21.0,18,0,SYNTHETIC
28.21,37.0,19,0,SYNTHETIC
28.21,29.0,20,0,SYNTHETIC
28.21,17.0,21,0,SYNTHETIC
28.21,125.0,22,1,SYNTHETIC
28.21,22.0,23,0,SYNTHETIC
25.81,22.0,0,0,SYNTHETIC
25.81,18.0,1,0,SYNTHETIC
25.81,17.0,2,0,SYNTHETIC
25.81,29.0,3,0,SYNTHETIC
25.81,20.0,4,0,SYNTHETIC
25.81,12.0,5,0,SYNTHETIC
25.81,69.0,6,1,SYNTHETIC
25.81,20.0,7,0,SYNTHETIC
25.81,36.0,8,0,SYNTHETIC
25.81,31.0,9,0,SYNTHETIC
25.81,15.0,10,0,SYNTHETIC
25.81,35.0,11,0,SYNTHETIC
25.81,33.0,12,0,SYNTHETIC
25.81,30.0,13,0,SYNTHETIC
25.81,123.0,14,1,SYNTHETIC
25.81,24.0,15,0,SYNTHETIC
25.81,28.0,16,0,SYNTHETIC
25.81,18.0,17,0,SYNTHETIC
25.81,34.0,18,0,SYNTHETIC
25.81,21.0,19,0,SYNTHETIC
25.81,32.0,20,0,SYNTHETIC
25.81,22.0,21,0,SYNTHETIC
25.81,28.0,22,0,SYNTHETIC
25.81,25.0,23,0,SYNTHETIC
28.61,24.0,0,0,SYNTHETIC
28.61,36.0,1,0,SYNTHETIC
28.61,28.0,2,0,SYNTHETIC
28.61,40.0,3,0,SYNTHETIC
28.61,35.0,4,0,SYNTHETIC
28.61,34.0,5,0,SYNTHETIC
28.61,38.0,6,0,SYNTHETIC
28.61,34.0,7,0,SYNTHETIC
28.61,25.0,8,0,SYNTHETIC
28.61,36.0,9,0,SYNTHETIC
28.61,43.0,10,0,SYNTHETIC
28.61,29.0,11,0,SYNTHETIC
28.61,43.0,12,0,SYNTHETIC
28.61,30.0,13,0,SYNTHETIC
28.61,25.0,14,0,SYNTHETIC
28.61,40.0,15,0,SYNTHETIC
28.61,23.0,16,0,SYNTHETIC
28.61,30.0,17,0,SYNTHETIC
28.61,25.0,18,0,SYNTHETIC
28.61,29.0,19,0,SYNTHETIC
28.61,23.0,20,0,SYNTHETIC
28.61,30.0,21,0,SYNTHETIC
28.61,37.0,22,0,SYNTHETIC
28.61,73.0,23,1,SYNTHETIC
30.09,30.0,0,0,SYNTHETIC
30.09,36.0,1,0,SYNTHETIC
30.09,36.0,2,0,SYNTHETIC
30.09,20.0,3,0,SYNTHETIC
30.09,33.0,4,0,SYNTHETIC
30.09,113.0,5,1,SYNTHETIC
30.09,31.0,6,0,SYNTHETIC
30.09,31.0,7,0,SYNTHETIC
30.09,32.0,8,0,SYNTHETIC
30.09,39.0,9,0,SYNTHETIC
30.09,39.0,10,0,SYNTHETIC
30.09,22.0,11,0,SYNTHETIC
30.09,31.0,12,0,SYNTHETIC
30.09,30.0,13,0,SYNTHETIC
30.09,36.0,14,0,SYNTHETIC
30.09,34.0,15,0,SYNTHETIC
30.09,28.0,16,0,SYNTHETIC
30.09,25.0,17,0,SYNTHETIC
30.09,39.0,18,0,SYNTHETIC
30.09,27.0,19,0,SYNTHETIC
30.09,39.0,20,0,SYNTHETIC
30.09,36.0,21,0,SYNTHETIC
30.09,25.0,22,0,SYNTHETIC
30.09,23.0,23,0,SYNTHETIC
21.75,24.0,0,0,SYNTHETIC
21.75,28.0,1,0,SYNTHETIC
21.75,27.0,2,0,SYNTHETIC
21.75,23.0,3,0,SYNTHETIC
21.75,29.0,4,0,SYNTHETIC
21.75,12.0,5,0,SYNTHETIC
21.75,32.0,6,0,SYNTHETIC
21.75,27.0,7,0,SYNTHETIC
21.75,15.0,8,0,SYNTHETIC
21.75,23.0,9,0,SYNTHETIC
21.75,26.0,10,0,SYNTHETIC
21.75,18.0,11,0,SYNTHETIC
21.75,18.0,12,0,SYNTHETIC
21.75,19.0,13,0,SYNTHETIC
21.75,20.0,14,0,SYNTHETIC
21.75,23.0,15,0,SYNTHETIC
21.75,28.0,16,0,SYNTHETIC
21.75,29.0,17,0,SYNTHETIC
21.75,28.0,18,0,SYNTHETIC
21.75,23.0,19,0,SYNTHETIC
21.75,22.0,20,0,SYNTHETIC
21.75,25.0,21,0,SYNTHETIC
21.75,18.0,22,0,SYNTHETIC
21.75,24.0,23,0,SYNTHETIC
37.86,34.0,0,0,SYNTHETIC
